Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Operating_Margin,Sales_Method
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Apparel,50,275,"$13,750.00","$4,125.00",30%,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Apparel,45,475,"$21,375.00","$5,343.75",25%,Online
Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Men's Street Footwear,35,525,"$18,375.00","$6,431.25",35%,Online
Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Men's Athletic Footwear,45,425,"$19,125.00","$7,650.00",40%,Online
Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Women's Street Footwear,45,425,"$19,125.00","$6,693.75",35%,Online
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,45,275,"$12,375.00","$4,331.25",35%,Online
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Men's Apparel,50,200,"$10,000.00","$3,000.00",30%,Online
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Women's Apparel,45,400,"$18,000.00","$4,500.00",25%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,45,550,"$24,750.00","$8,662.50",35%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,55,400,"$22,000.00","$8,800.00",40%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,55,400,"$22,000.00","$7,700.00",35%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,275,"$15,125.00","$5,293.75",35%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Apparel,60,175,"$10,500.00","$3,150.00",30%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Apparel,55,375,"$20,625.00","$5,156.25",25%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55,550,"$30,250.00","$10,587.50",35%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,350,"$21,000.00","$8,400.00",40%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,400,"$24,000.00","$8,400.00",35%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,300,"$16,500.00","$5,775.00",35%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Apparel,60,200,"$12,000.00","$3,600.00",30%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Apparel,75,375,"$28,125.00","$7,031.25",25%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55,575,"$31,625.00","$11,068.75",35%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,425,"$25,500.00","$10,200.00",40%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,450,"$27,000.00","$9,450.00",35%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,350,"$19,250.00","$6,737.50",35%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Apparel,60,250,"$15,000.00","$4,500.00",30%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Apparel,75,425,"$31,875.00","$7,968.75",25%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55,700,"$38,500.00","$13,475.00",35%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,550,"$33,000.00","$13,200.00",40%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,550,"$33,000.00","$11,550.00",35%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,425,"$23,375.00","$8,181.25",35%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Apparel,60,300,"$18,000.00","$5,400.00",30%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Apparel,75,600,"$45,000.00","$11,250.00",25%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55,750,"$41,250.00","$14,437.50",35%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,600,"$36,000.00","$14,400.00",40%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,550,"$33,000.00","$11,550.00",35%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,450,"$24,750.00","$8,662.50",35%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Apparel,60,500,"$30,000.00","$9,000.00",30%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Apparel,75,500,"$37,500.00","$9,375.00",25%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,60,700,"$42,000.00","$14,700.00",35%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,65,650,"$42,250.00","$16,900.00",40%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,525,"$31,500.00","$11,025.00",35%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,60,475,"$28,500.00","$9,975.00",35%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Apparel,70,475,"$33,250.00","$9,975.00",30%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Apparel,75,450,"$33,750.00","$8,437.50",25%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Street Footwear,50,625,"$31,250.00","$10,937.50",35%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,55,625,"$34,375.00","$13,750.00",40%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Street Footwear,50,475,"$23,750.00","$8,312.50",35%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,50,425,"$21,250.00","$7,437.50",35%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Apparel,60,425,"$25,500.00","$7,650.00",30%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Apparel,65,475,"$30,875.00","$7,718.75",25%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,50,550,"$27,500.00","$9,625.00",35%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,55,550,"$30,250.00","$12,100.00",40%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,50,375,"$18,750.00","$6,562.50",35%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,50,350,"$17,500.00","$6,125.00",35%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Apparel,60,325,"$19,500.00","$5,850.00",30%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Women's Apparel,75,375,"$28,125.00","$7,031.25",25%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,60,550,"$33,000.00","$11,550.00",35%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,65,600,"$39,000.00","$15,600.00",40%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,450,"$27,000.00","$9,450.00",35%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,60,425,"$25,500.00","$8,925.00",35%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Apparel,70,375,"$26,250.00","$7,875.00",30%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Women's Apparel,75,500,"$37,500.00","$9,375.00",25%,Online
Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,60,700,"$42,000.00","$14,700.00",35%,Online
Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,65,700,"$45,500.00","$18,200.00",40%,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,500,"$30,000.00","$10,500.00",35%,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,60,500,"$30,000.00","$10,500.00",35%,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Apparel,70,425,"$29,750.00","$8,925.00",30%,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Apparel,75,525,"$39,375.00","$9,843.75",25%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Street Footwear,30,450,"$13,500.00","$5,400.00",40%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,40,450,"$18,000.00","$7,200.00",40%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Street Footwear,40,450,"$18,000.00","$6,300.00",35%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,40,300,"$12,000.00","$4,800.00",40%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Apparel,45,250,"$11,250.00","$3,937.50",35%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Apparel,40,450,"$18,000.00","$4,500.00",25%,Online
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Men's Street Footwear,30,500,"$15,000.00","$6,000.00",40%,Online
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,40,400,"$16,000.00","$6,400.00",40%,Online
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Women's Street Footwear,40,400,"$16,000.00","$5,600.00",35%,Online
Sports Direct,1128299,2/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40,250,"$10,000.00","$4,000.00",40%,Online
Sports Direct,1128299,2/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,45,175,"$7,875.00","$2,756.25",35%,Online
Sports Direct,1128299,2/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,40,375,"$15,000.00","$3,750.00",25%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,40,525,"$21,000.00","$8,400.00",40%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50,375,"$18,750.00","$7,500.00",40%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,50,375,"$18,750.00","$6,562.50",35%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50,250,"$12,500.00","$5,000.00",40%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,55,150,"$8,250.00","$2,887.50",35%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,50,350,"$17,500.00","$4,375.00",25%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50,525,"$26,250.00","$10,500.00",40%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55,325,"$17,875.00","$7,150.00",40%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55,375,"$20,625.00","$7,218.75",35%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50,275,"$13,750.00","$5,500.00",40%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,55,175,"$9,625.00","$3,368.75",35%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,70,350,"$24,500.00","$6,125.00",25%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50,550,"$27,500.00","$11,000.00",40%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55,400,"$22,000.00","$8,800.00",40%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55,425,"$23,375.00","$8,181.25",35%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50,325,"$16,250.00","$6,500.00",40%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Apparel,55,225,"$12,375.00","$4,331.25",35%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Apparel,70,400,"$28,000.00","$7,000.00",25%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50,675,"$33,750.00","$13,500.00",40%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55,525,"$28,875.00","$11,550.00",40%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55,525,"$28,875.00","$10,106.25",35%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50,400,"$20,000.00","$8,000.00",40%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,55,275,"$15,125.00","$5,293.75",35%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,70,575,"$40,250.00","$10,062.50",25%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50,725,"$36,250.00","$14,500.00",40%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55,575,"$31,625.00","$12,650.00",40%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55,525,"$28,875.00","$10,106.25",35%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50,425,"$21,250.00","$8,500.00",40%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,55,475,"$26,125.00","$9,143.75",35%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,70,475,"$33,250.00","$8,312.50",25%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,55,675,"$37,125.00","$14,850.00",40%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60,625,"$37,500.00","$15,000.00",40%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55,500,"$27,500.00","$9,625.00",35%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55,450,"$24,750.00","$9,900.00",40%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,65,450,"$29,250.00","$10,237.50",35%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,70,425,"$29,750.00","$7,437.50",25%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,45,600,"$27,000.00","$10,800.00",40%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50,600,"$30,000.00","$12,000.00",40%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,45,450,"$20,250.00","$7,087.50",35%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,45,400,"$18,000.00","$7,200.00",40%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Men's Apparel,55,400,"$22,000.00","$7,700.00",35%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Women's Apparel,60,450,"$27,000.00","$6,750.00",25%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,45,525,"$23,625.00","$9,450.00",40%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50,525,"$26,250.00","$10,500.00",40%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,45,350,"$15,750.00","$5,512.50",35%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,45,325,"$14,625.00","$5,850.00",40%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,55,300,"$16,500.00","$5,775.00",35%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,70,350,"$24,500.00","$6,125.00",25%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,55,525,"$28,875.00","$11,550.00",40%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60,575,"$34,500.00","$13,800.00",40%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55,425,"$23,375.00","$8,181.25",35%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55,400,"$22,000.00","$8,800.00",40%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,65,350,"$22,750.00","$7,962.50",35%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,70,475,"$33,250.00","$8,312.50",25%,Online
Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,55,675,"$37,125.00","$14,850.00",40%,Online
Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60,675,"$40,500.00","$16,200.00",40%,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55,475,"$26,125.00","$9,143.75",35%,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55,475,"$26,125.00","$10,450.00",40%,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,65,400,"$26,000.00","$9,100.00",35%,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,70,500,"$35,000.00","$8,750.00",25%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,40,1025,"$41,000.00","$18,450.00",45%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40,825,"$33,000.00","$11,550.00",35%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,30,825,"$24,750.00","$6,187.50",25%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35,675,"$23,625.00","$7,087.50",30%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Apparel,50,725,"$36,250.00","$12,687.50",35%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Apparel,40,825,"$33,000.00","$16,500.00",50%,Online
Foot Locker,1185732,2/7/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,40,1075,"$43,000.00","$19,350.00",45%,Online
Foot Locker,1185732,2/7/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40,725,"$29,000.00","$10,150.00",35%,Online
Foot Locker,1185732,2/7/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,30,775,"$23,250.00","$5,812.50",25%,Online
Foot Locker,1185732,2/7/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,35,625,"$21,875.00","$6,562.50",30%,Online
Foot Locker,1185732,2/7/2021,Southeast,South Carolina,Charleston,Men's Apparel,50,700,"$35,000.00","$12,250.00",35%,Online
Foot Locker,1185732,2/7/2021,Southeast,South Carolina,Charleston,Women's Apparel,35,800,"$28,000.00","$14,000.00",50%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,35,1020,"$35,700.00","$16,065.00",45%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35,700,"$24,500.00","$8,575.00",35%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,25,725,"$18,125.00","$4,531.25",25%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30,575,"$17,250.00","$5,175.00",30%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,45,625,"$28,125.00","$9,843.75",35%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,35,725,"$25,375.00","$12,687.50",50%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,35,975,"$34,125.00","$15,356.25",45%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35,675,"$23,625.00","$8,268.75",35%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,25,675,"$16,875.00","$4,218.75",25%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30,600,"$18,000.00","$5,400.00",30%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Apparel,50,625,"$31,250.00","$10,937.50",35%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Apparel,40,775,"$31,000.00","$15,500.00",50%,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,50,1045,"$52,250.00","$23,512.50",45%,Online
